Sno,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1,Aave,AAVE,2020-10-05 23:59:00,55.11235847,49.78789992,52.67503496,53.21924296,0.0,89128128.86
2,Aave,AAVE,2020-10-06 23:59:00,53.40227002,40.73457791,53.29196931,42.40159861,583091.4598,71011441.25
3,Aave,AAVE,2020-10-07 23:59:00,42.40831364,35.97068975,42.39994711,40.08397561,682834.1863,67130036.9
4,Aave,AAVE,2020-10-08 23:59:00,44.90251114,36.69605677,39.88526234,43.76446306,1658816.923,220265142.1
5,Aave,AAVE,2020-10-09 23:59:00,47.56953274,43.2917758,43.76446306,46.81774415,815537.6608,235632208.2
6,Aave,AAVE,2020-10-10 23:59:00,51.4056548,46.70332768,46.81814554,49.13371767,1074627.028,247288428.8
7,Aave,AAVE,2020-10-11 23:59:00,51.45337431,48.71603954,49.13312951,49.66072573,692150.6009,249940843.4
8,Aave,AAVE,2020-10-12 23:59:00,54.42141763,48.75407708,49.66157329,52.23869222,1354836.065,262915666.3
9,Aave,AAVE,2020-10-13 23:59:00,57.48190422,49.59873521,52.23839242,51.12431679,1386221.207,257307050.4
10,Aave,AAVE,2020-10-14 23:59:00,57.85394649,49.62952942,51.37289869,51.31651791,3132405.422,258274392.5
11,Aave,AAVE,2020-10-15 23:59:00,52.08068541,44.01832531,51.38760962,44.01918294,5883146.063,221547139.1
12,Aave,AAVE,2020-10-16 23:59:00,43.90673033,39.14295677,42.89060653,39.49584426,52855204.94,365071463.3
13,Aave,AAVE,2020-10-17 23:59:00,43.07737327,38.63361292,39.48619161,41.36699325,43339687.25,382367032.3
14,Aave,AAVE,2020-10-18 23:59:00,41.7494876,39.53158618,41.38959771,40.74697166,40441163.46,376635994.1
15,Aave,AAVE,2020-10-19 23:59:00,40.9951837,35.95136399,40.83675675,36.01231739,49289896.51,332872221.2
16,Aave,AAVE,2020-10-20 23:59:00,36.31907005,32.1010995,36.04378522,32.18001748,60632325.59,297449169.5
17,Aave,AAVE,2020-10-21 23:59:00,37.07820274,32.04814912,32.25348971,35.16035652,43831234.96,324997301.5
18,Aave,AAVE,2020-10-22 23:59:00,39.85692062,33.58946348,35.09748742,38.03165056,54717366.38,402396251.5
19,Aave,AAVE,2020-10-23 23:59:00,42.54665591,36.92467124,37.73059438,41.68663736,76081859.91,445257058.0
20,Aave,AAVE,2020-10-24 23:59:00,42.43970617,38.72882165,41.68663733,39.45502214,57658170.29,421421064.3
21,Aave,AAVE,2020-10-25 23:59:00,40.92850939,37.60120084,39.45502214,37.90476078,43970451.96,404862645.2
22,Aave,AAVE,2020-10-26 23:59:00,39.16386433,35.07196756,37.90476254,36.03392191,50307222.85,384880121.6
23,Aave,AAVE,2020-10-27 23:59:00,38.86918184,34.46963521,36.0339136,34.87153083,58581307.85,372464564.4
24,Aave,AAVE,2020-10-28 23:59:00,35.56402236,32.00005907,34.87153639,32.39408292,60533866.83,346002819.3
25,Aave,AAVE,2020-10-29 23:59:00,33.1554836,28.24077345,32.39408189,29.09833402,66304785.65,310800760.6
26,Aave,AAVE,2020-10-30 23:59:00,31.98077334,27.79246068,29.09834147,31.21782294,77280723.59,350090548.4
27,Aave,AAVE,2020-10-31 23:59:00,32.90016101,29.61025941,31.21782294,29.70751775,58631071.61,333516029.3
28,Aave,AAVE,2020-11-01 23:59:00,31.0670602,28.49448212,29.70751776,30.65727643,49568339.16,345465544.0
29,Aave,AAVE,2020-11-02 23:59:00,33.92358529,29.34464956,30.65728227,29.73152358,87180146.47,335349717.5
30,Aave,AAVE,2020-11-03 23:59:00,30.06291681,27.53711073,29.73152554,28.04280321,56775011.6,316455541.6
31,Aave,AAVE,2020-11-04 23:59:00,28.4330692,26.08951824,28.04297069,27.71508436,50464690.51,313021334.6
32,Aave,AAVE,2020-11-05 23:59:00,32.3030396,25.96615498,27.7150798,30.95562668,85212411.64,350205472.9
33,Aave,AAVE,2020-11-06 23:59:00,40.76907497,30.8551283,30.95511845,38.45744081,147304661.0,435876358.2
34,Aave,AAVE,2020-11-07 23:59:00,51.42799241,38.45744081,38.45744081,44.60489962,200580053.6,507707213.2
35,Aave,AAVE,2020-11-08 23:59:00,54.78636021,42.86425511,44.60489961,53.74937894,174706008.6,613014913.9
36,Aave,AAVE,2020-11-09 23:59:00,58.36411095,49.86012895,53.74937384,54.88649964,386011347.7,626843328.1
37,Aave,AAVE,2020-11-10 23:59:00,70.30982523,53.17903589,54.88650532,67.00111098,433793206.5,780700254.1
38,Aave,AAVE,2020-11-11 23:59:00,68.77859822,53.71675388,67.00111108,54.69964668,354136841.3,638025534.6
39,Aave,AAVE,2020-11-12 23:59:00,59.61831483,50.52310167,54.69962256,51.63241804,244505561.5,603421827.6
40,Aave,AAVE,2020-11-13 23:59:00,66.12366042,51.1791527,51.63243434,63.39907168,318852071.2,743396746.2
41,Aave,AAVE,2020-11-14 23:59:00,68.37704309,57.89727345,63.39907168,67.01611273,243698854.7,786814070.9
42,Aave,AAVE,2020-11-15 23:59:00,71.17455519,60.08891509,67.01611268,64.23729542,258275517.1,754769243.0
43,Aave,AAVE,2020-11-16 23:59:00,74.0423007,61.20922869,64.23729391,71.76639355,252527244.7,843863117.2
44,Aave,AAVE,2020-11-17 23:59:00,79.56212338,68.95632584,73.2530654,78.44328478,310951195.5,923384720.0
45,Aave,AAVE,2020-11-18 23:59:00,79.21050482,67.64859817,78.44275754,75.23227405,291394550.8,887327038.6
46,Aave,AAVE,2020-11-19 23:59:00,80.73120239,70.5034588,75.23277433,75.85718351,275294182.3,895838057.8
47,Aave,AAVE,2020-11-20 23:59:00,82.17322523,74.68948917,75.85718441,75.06539972,260578165.5,888309702.5
48,Aave,AAVE,2020-11-21 23:59:00,76.89173349,67.79606731,75.06539968,70.42424685,237984829.2,833647262.7
49,Aave,AAVE,2020-11-22 23:59:00,74.6597895,63.29912732,70.4242469,68.42477869,209068686.4,811198457.4
50,Aave,AAVE,2020-11-23 23:59:00,73.77057074,65.73764591,68.42478443,71.83861244,220212896.1,852034424.5
51,Aave,AAVE,2020-11-24 23:59:00,74.38013135,66.27866009,71.85567173,66.73867871,193004081.2,792032288.2
52,Aave,AAVE,2020-11-25 23:59:00,67.45255654,59.55788547,66.71556336,61.80533895,154888752.2,733874939.3
53,Aave,AAVE,2020-11-26 23:59:00,65.09772852,50.38421932,61.81669679,63.99345248,282502058.5,760506808.7
54,Aave,AAVE,2020-11-27 23:59:00,68.66542935,56.65032306,64.00578618,60.73871861,201844805.8,722139363.8
55,Aave,AAVE,2020-11-28 23:59:00,66.20104081,58.979246,60.74922406,63.94728703,150605043.4,760508853.2
56,Aave,AAVE,2020-11-29 23:59:00,69.56144009,62.04129627,63.94875712,68.85312443,161791286.3,819035970.5
57,Aave,AAVE,2020-11-30 23:59:00,79.46509408,68.85644439,68.85644439,76.41953515,288079549.9,909941093.0
58,Aave,AAVE,2020-12-01 23:59:00,78.86189102,70.94403421,76.42472206,74.86836458,268968536.9,891921516.0
59,Aave,AAVE,2020-12-02 23:59:00,89.93801025,72.4543506,74.8611544,86.32324982,410949897.5,1029525776.0
60,Aave,AAVE,2020-12-03 23:59:00,94.06976137,83.21397488,86.38082732,91.67564477,390370348.4,1093762157.0
61,Aave,AAVE,2020-12-04 23:59:00,92.73576711,80.18386018,91.68452862,81.6418197,344330864.1,974344644.0
62,Aave,AAVE,2020-12-05 23:59:00,91.92059987,79.94649654,81.58988912,91.92059987,321071928.2,1097810892.0
63,Aave,AAVE,2020-12-06 23:59:00,92.73346394,84.95069045,91.94666405,87.95642649,261643152.8,1051203169.0
64,Aave,AAVE,2020-12-07 23:59:00,94.70016225,86.90958728,87.95654066,90.9602979,299145687.7,1087477656.0
65,Aave,AAVE,2020-12-08 23:59:00,91.09876956,78.20985346,90.95032482,79.94619074,376267574.8,956117556.5
66,Aave,AAVE,2020-12-09 23:59:00,86.12544951,75.09706845,79.92281871,82.11372218,357447824.0,982942930.0
67,Aave,AAVE,2020-12-10 23:59:00,83.05117464,75.8590325,82.18282288,76.64575648,299977127.0,917596922.5
68,Aave,AAVE,2020-12-11 23:59:00,78.34898133,70.70723382,76.62523273,74.72982934,314260628.6,894777251.9
69,Aave,AAVE,2020-12-12 23:59:00,79.99834299,74.64877724,74.68163358,77.55488043,228308571.8,928807400.9
70,Aave,AAVE,2020-12-13 23:59:00,84.64911414,76.92843287,77.58847305,83.42745942,269018776.9,999380433.4
71,Aave,AAVE,2020-12-14 23:59:00,90.85681018,79.78814542,83.45492245,86.14011813,309773536.5,1032112151.0
72,Aave,AAVE,2020-12-15 23:59:00,88.7453422,84.62607976,86.15458046,87.25809436,288078630.1,1045770158.0
73,Aave,AAVE,2020-12-16 23:59:00,89.48084257,80.96540248,87.22501124,87.23005839,368950333.2,1045506380.0
74,Aave,AAVE,2020-12-17 23:59:00,89.47445661,83.34012744,87.23298911,85.08382773,361404899.3,1019961551.0
75,Aave,AAVE,2020-12-18 23:59:00,89.77304202,82.84064623,85.09337071,89.77007385,254960310.8,1076525472.0
76,Aave,AAVE,2020-12-19 23:59:00,96.06858373,88.96400336,89.83129712,89.01304208,357204770.5,1067684335.0
77,Aave,AAVE,2020-12-20 23:59:00,89.84421115,84.43455089,88.97544294,85.96947236,280308987.3,1031344697.0
