Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
2021-01-17,355.7887866312883,356.6009897098656,352.93659342855824,354.8254699707031,107160000.0,15.0,4.0,2.0,1.0,2021.0
2021-01-18,355.7887866312883,356.6009897098656,352.93659342855824,354.8254699707031,107160000.0,15.0,4.0,2.0,1.0,2021.0
2021-01-19,357.31885967068774,358.159423772681,355.8172059099569,357.61163330078125,51233300.0,19.0,1.0,3.0,1.0,2021.0
2021-01-20,359.93488901623056,363.41044408062254,359.53824104591735,362.5604553222656,61836100.0,20.0,2.0,3.0,1.0,2021.0
2021-01-21,363.12703972931473,363.5615020596326,361.9559455668181,362.8909301757813,47840100.0,21.0,3.0,3.0,1.0,2021.0
2021-01-22,361.0115665987471,362.7871153442211,360.6243434087685,361.6065673828125,52860500.0,22.0,4.0,3.0,1.0,2021.0
2021-01-23,361.0115665987471,362.7871153442211,360.6243434087685,361.6065673828125,52860500.0,22.0,4.0,3.0,1.0,2021.0
2021-01-24,361.0115665987471,362.7871153442211,360.6243434087685,361.6065673828125,52860500.0,22.0,4.0,3.0,1.0,2021.0
2021-01-25,362.352657076274,363.3915161539552,357.43211275655653,363.03265380859375,70402000.0,25.0,0.0,4.0,1.0,2021.0
2021-01-26,363.9960195840742,364.4115747999672,362.2299243275156,362.4660339355469,42665300.0,26.0,1.0,4.0,1.0,2021.0
2021-01-27,359.0943314317917,359.18878102614696,351.34050106211924,353.6071472167969,123351100.0,27.0,2.0,4.0,1.0,2021.0
2021-01-28,355.4487688435801,360.7092968563918,355.00491053153803,356.6482238769531,94198100.0,28.0,3.0,4.0,1.0,2021.0
2021-01-29,354.75937560653165,355.741599542921,347.8082944888103,349.50830078125,126765100.0,29.0,4.0,4.0,1.0,2021.0
2021-01-30,354.75937560653165,355.741599542921,347.8082944888103,349.50830078125,126765100.0,29.0,4.0,4.0,1.0,2021.0
2021-01-31,354.75937560653165,355.741599542921,347.8082944888103,349.50830078125,126765100.0,29.0,4.0,4.0,1.0,2021.0
2021-02-01,352.9554700157922,356.37433192810187,349.8010496651537,355.3260192871094,75817600.0,1.0,0.0,5.0,2.0,2021.0
2021-02-02,358.5560062866703,361.9276580426692,355.4110393288535,360.3504333496094,64450700.0,2.0,1.0,5.0,2.0,2021.0
2021-02-03,361.1910042293601,362.381005771248,359.33991313684527,360.6337890625,52427100.0,3.0,2.0,5.0,2.0,2021.0
2021-02-04,361.6820893619909,364.7798458850506,360.7471046523447,364.7326354980469,47142600.0,4.0,3.0,5.0,2.0,2021.0
2021-02-05,366.6309462045133,366.8859341602956,364.68540568329496,366.1681518554688,48669800.0,5.0,4.0,5.0,2.0,2021.0
