Date,S&P500_Close,S&P500_Open,S&P500_High,S&P500_Low,S&P500_Change_%,VIX_Open,VIX_High,VIX_Low,VIX_Close,Crypto_Volume,Crypto_Market_Cap,Year,Month,Day,DayOfWeek,IsWeekend,Market_Cap_STD,SP500_EMA,SP500_SMA_20,SP500_SMA_50,SP500_SMA_100,Lagged_VIX_Close,Lagged_S&P500_Close,Crypto_Market_Cap_%,Crypto_Volume_Change_%
2019-08-22,2922.9,2930.9,2939.1,2904.5,-0.05,16.12,17.68,15.63,16.68,31959547331.34731,231316177784.12027,2019,8,22,3,False,5613149115.17559,2906.707443765257,2900.24,2957.6220000000003,2915.467,15.8,2924.4,-1.1567344345775665,4.37799104648644
2019-08-23,2847.1,2911.1,2927.0,2835.0,-2.59,16.15,21.07,16.04,19.87,25252296721.317585,235705066699.0488,2019,8,23,4,False,5189389444.805237,2894.7859550122057,2895.99,2954.6479999999997,2915.428,16.68,2922.9,1.8973549351245733,-20.98668839233202
2019-08-24,2847.1,2911.1,2927.0,2835.0,-2.59,16.15,21.07,16.04,19.87,23831537740.735767,233509714587.744,2019,8,24,5,True,4827574145.18128,2885.2487640097647,2891.7400000000002,2951.782,2915.136,19.87,2847.1,-0.9313979296456387,-5.626256479801439
2019-08-25,2847.1,2911.1,2927.0,2835.0,-2.59,16.15,21.07,16.04,19.87,22530850653.688423,232489390981.81238,2019,8,25,6,True,4937180787.199997,2877.619011207812,2891.86,2948.9159999999997,2915.012,19.87,2847.1,-0.43695124536166086,-5.457839528433162
2019-08-26,2878.4,2866.7,2879.3,2856.0,1.1,20.34,21.33,19.06,19.32,28676476057.35653,237050187440.30292,2019,8,26,0,False,4916689087.595841,2877.77520896625,2891.69,2946.6760000000004,2915.2009999999996,19.87,2847.1,1.9617223991297505,27.276490790914877
2019-08-27,2869.2,2893.1,2898.8,2860.6,-0.32,20.18,21.04,18.49,20.31,26233428603.191154,233756337030.53464,2019,8,27,1,False,5011662542.441368,2876.060167173,2890.95,2944.542,2915.298,19.32,2878.4,-1.3895160536828377,-8.51934334357881
2019-08-28,2887.9,2861.3,2890.0,2853.1,0.65,20.55,21.64,19.1,19.35,25251131893.248646,230336254520.44812,2019,8,28,2,False,4524815534.362186,2878.4281337384,2888.44,2942.708,2915.775,20.31,2869.2,-1.4630972377188467,-3.7444465410938266
2019-08-29,2924.6,2910.4,2930.5,2905.7,1.27,19.02,19.2,17.6,17.88,33575475692.900723,217188562545.84018,2019,8,29,3,False,5817832363.595511,2887.66250699072,2888.7349999999997,2941.3379999999997,2916.377,19.35,2887.9,-5.708042792473533,32.96622042466835
2019-08-30,2926.5,2937.1,2940.4,2913.3,0.06,17.94,19.18,17.09,18.98,27303450635.28712,217266495710.43884,2019,8,30,4,False,7439644285.477779,2895.4300055925764,2889.125,2939.87,2917.0789999999997,17.88,2924.6,0.035882720381374966,-18.680375864160204
2019-08-31,2926.5,2937.1,2940.4,2913.3,0.06,17.94,19.18,17.09,18.98,24317571273.1255,218202943427.70605,2019,8,31,5,True,8344846302.319517,2901.6440044740616,2889.5150000000003,2938.124,2918.1220000000003,18.98,2926.5,0.43101340324247506,-10.935904776455818
2019-09-01,2926.5,2937.1,2940.4,2913.3,0.06,17.94,19.18,17.09,18.98,21115924955.63282,218808654603.14877,2019,9,1,6,True,8393775487.673368,2906.6152035792497,2891.65,2936.3779999999997,2919.1259999999997,18.98,2926.5,0.27759074461952693,-13.165978960369983
2019-09-02,2926.5,2937.1,2940.4,2913.3,0.06,17.94,19.18,17.09,18.98,24245219084.199535,224469740236.04434,2019,9,2,0,False,7982539627.515364,2910.5921628634,2891.66,2934.6319999999996,2920.13,18.98,2926.5,2.587231132682133,14.81959296190789
2019-09-03,2906.3,2909.0,2914.4,2891.8,-0.69,20.96,21.15,19.41,19.66,33292688890.64194,236172052997.73312,2019,9,3,1,False,8464969274.7122,2909.7337302907204,2894.945,2932.472,2920.9319999999993,18.98,2926.5,5.213314164030769,37.31651083466012
2019-09-04,2937.8,2924.7,2938.8,2921.9,1.08,18.23,18.83,17.26,17.33,31880936528.001087,236626431078.87668,2019,9,4,2,False,8396201306.600799,2915.3469842325762,2899.455,2931.1479999999997,2922.0490000000004,19.66,2906.3,0.1923928235268102,-4.240427582398354
2019-09-05,2976.0,2960.6,2985.9,2960.6,1.3,16.92,17.05,15.45,16.27,28843700400.116573,236244074316.9077,2019,9,5,3,False,8722889616.974936,2927.477587386061,2903.82,2930.98,2923.785,17.33,2937.8,-0.1615866664707033,-9.526809619337573
2019-09-06,2978.7,2980.3,2985.0,2972.5,0.09,15.92,16.06,14.91,15.0,28950510795.36212,237777427891.6362,2019,9,6,4,False,9488729946.407776,2937.7220699088484,2908.32,2930.652,2925.7419999999997,16.27,2976.0,0.6490548299093346,0.3703075325422356
2019-09-07,2978.7,2980.3,2985.0,2972.5,0.09,15.92,16.06,14.91,15.0,31558411302.990307,233569943556.0365,2019,9,7,5,True,8932091269.910284,2945.917655927079,2912.82,2930.6939999999995,2927.64,15.0,2978.7,-1.7695053617609147,9.008132968921467
2019-09-08,2978.7,2980.3,2985.0,2972.5,0.09,15.92,16.06,14.91,15.0,29606636429.455997,236071847337.0748,2019,9,8,6,True,8055143456.812357,2952.474124741663,2915.5699999999997,2930.736,2929.906,15.0,2978.7,1.0711582761666616,-6.1846423598306055
2019-09-09,2978.4,2988.4,2989.4,2969.4,-0.01,15.26,16.13,14.95,15.27,29451222159.43859,233472990037.49945,2019,9,9,0,False,6510681858.139124,2957.6592997933303,2919.4649999999997,2930.772,2932.1690000000003,15.0,2978.7,-1.1008755719459362,-0.5249305181549868
2019-09-10,2979.4,2971.0,2979.4,2957.0,0.03,15.53,16.52,15.11,15.2,30092955974.647335,232424508666.5218,2019,9,10,1,False,4014157537.973284,2962.0074398346646,2922.215,2930.66,2934.442,15.27,2978.4,-0.44908037148505553,2.178971764684756
2019-09-11,3000.9,2981.4,3000.9,2975.3,0.72,15.33,15.52,14.55,14.61,29233762010.42421,228843574287.09555,2019,9,11,2,False,2778020542.7144666,2969.7859518677315,2926.1150000000002,2930.5679999999998,2937.007,15.2,2979.4,-1.5406870815693918,-2.8551331578957506
2019-09-12,3009.6,3009.1,3020.7,3000.9,0.29,14.69,14.94,13.85,14.22,28832643776.292492,231060746972.87708,2019,9,12,3,False,2929748004.238904,2977.748761494185,2934.2400000000002,2930.368,2939.07,14.61,3000.9,0.9688594895830294,-1.372106107960669
2019-09-13,3007.4,3012.2,3017.3,3002.9,-0.07,14.16,14.31,13.51,13.74,25927215792.430695,232721581002.639,2019,9,13,4,False,2779137293.719636,2983.679009195348,2942.255,2930.4419999999996,2940.882,14.22,3009.6,0.7187867482990828,-10.076869836857528
2019-09-14,3007.4,3012.2,3017.3,3002.9,-0.07,14.16,14.31,13.51,13.74,25557006151.50832,234030203249.82083,2019,9,14,5,True,2606080813.403217,2988.4232073562785,2950.27,2930.072,2942.5209999999997,13.74,3007.4,0.5623123741012259,-1.4278804322308103
2019-09-15,3007.4,3012.2,3017.3,3002.9,-0.07,14.16,14.31,13.51,13.74,27119677960.396545,234714914640.57617,2019,9,15,6,True,2104502401.4955559,2992.218565885023,2956.72,2929.702,2943.862,13.74,3007.4,0.2925739418447648,6.1144556589465715
2019-09-16,2998.0,2996.4,3002.2,2990.7,-0.31,14.89,15.29,14.5,14.67,26053292624.933456,234248175227.8066,2019,9,16,0,False,2139712470.2497149,2993.3748527080184,2963.16,2929.1440000000002,2945.1090000000004,13.74,3007.4,-0.19885375136228234,-3.9321460122806573
2019-09-17,3005.7,2995.7,3006.2,2993.7,0.26,14.92,15.03,14.4,14.44,30830505552.9085,235541607911.43634,2019,9,17,1,False,2052090076.4214537,2995.8398821664146,2969.05,2928.8379999999997,2946.433,14.67,2998.0,0.5521633978031515,18.336311639179037
2019-09-18,3006.7,3001.5,3007.8,2978.6,0.03,14.61,15.8,13.8,13.95,36476110899.77897,238889921926.95184,2019,9,18,2,False,2846610227.47351,2998.0119057331317,2973.1549999999997,2928.708,2947.6330000000003,14.44,3005.7,1.4215382348814032,18.311750798837846
2019-09-19,3006.8,3010.4,3022.0,3003.2,0.0,14.66,14.66,13.31,14.05,37846701758.851295,234142066555.1585,2019,9,19,3,False,2814717592.2650843,2999.7695245865057,2977.17,2929.236,2948.844,13.95,3006.7,-1.9874657471926072,3.757502719624184
2019-09-20,2992.1,3008.4,3016.4,2984.7,-0.49,13.94,15.84,13.35,15.32,35306232449.703636,237986023693.85696,2019,9,20,4,False,2425520837.899127,2998.235619669205,2980.45,2930.006,2949.967,14.05,3006.8,1.641720001558511,-6.712524978622514
2019-09-21,2992.1,3008.4,3016.4,2984.7,-0.49,13.94,15.84,13.35,15.32,29148585039.530663,235658987324.92993,2019,9,21,5,True,1979063867.8214216,2997.0084957353642,2983.73,2931.2059999999997,2950.972,15.32,2992.1,-0.9778037940246898,-17.44068110055357
2019-09-22,2992.1,3008.4,3016.4,2984.7,-0.49,13.94,15.84,13.35,15.32,27684721122.769196,232591987358.37518,2019,9,22,6,True,2000734120.4545486,2996.0267965882917,2987.0099999999998,2932.4060000000004,2952.0229999999997,15.32,2992.1,-1.301456821727709,-5.02207539328653
2019-09-23,2991.8,2983.5,2999.2,2982.2,-0.01,15.35,16.0,14.71,14.91,27093484660.353237,230314631931.38144,2019,9,23,0,False,2593666430.857107,2995.1814372706335,2991.285,2933.6,2953.071,15.32,2992.1,-0.9791203269116977,-2.135605628079451
2019-09-24,2966.6,3002.4,3008.0,2957.7,-0.84,14.77,17.62,14.33,17.05,34896921634.84699,218554394068.72644,2019,9,24,1,False,6040503042.196293,2989.465149816507,2992.725,2936.038,2953.867,14.91,2991.8,-5.106161846529478,28.801894892142734
2019-09-25,2984.9,2968.3,2989.8,2952.9,0.62,17.05,18.45,15.69,15.96,50626315763.365105,194987139662.38733,2019,9,25,2,False,14018496105.719923,2988.552119853206,2993.17,2938.1,2954.8189999999995,17.05,2966.6,-10.783244375735668,45.07387297110821
2019-09-26,2977.6,2985.7,2987.3,2963.7,-0.24,16.23,17.09,15.35,16.07,35166735251.78106,191582805887.69812,2019,9,26,3,False,18343590957.49758,2986.361695882565,2993.115,2939.972,2955.417,15.96,2984.9,-1.7459273368406136,-30.536649326497333
2019-09-27,2961.8,2985.5,2987.3,2945.5,-0.53,15.77,18.69,15.15,17.22,34983324485.936905,187424178870.8549,2019,9,27,4,False,20913214018.071335,2981.449356706052,2992.27,2940.446,2955.77,16.07,2977.6,-2.170668185787472,-0.5215461842875135
2019-09-28,2961.8,2985.5,2987.3,2945.5,-0.53,15.77,18.69,15.15,17.22,28748863630.84586,190336661372.09247,2019,9,28,5,True,21801588045.360863,2977.519485364842,2991.425,2941.308,2955.8459999999995,17.22,2961.8,1.5539523869246619,-17.821236108069893
2019-09-29,2961.8,2985.5,2987.3,2945.5,-0.53,15.77,18.69,15.15,17.22,25721210288.748116,188110024343.0302,2019,9,29,6,True,21060301095.51984,2974.3755882918736,2990.5950000000003,2942.17,2955.959,17.22,2961.8,-1.169841381587211,-10.531384408701461
2019-09-30,2976.7,2967.1,2983.8,2967.1,0.5,17.23,17.35,16.2,16.24,28698587858.190777,188999961973.0583,2019,9,30,0,False,18964061069.228783,2974.840470633499,2990.46,2943.33,2956.2209999999995,17.22,2961.8,0.47309420810301983,11.57557337317494
2019-10-01,2940.2,2983.7,2992.5,2938.7,-1.23,16.02,18.62,15.79,18.56,31280427405.397427,195341747617.76865,2019,10,1,1,False,15296846441.645449,2967.9123765067993,2987.425,2944.458,2956.118,16.24,2976.7,3.3554428151759907,8.996399265233435
2019-10-02,2887.6,2924.8,2924.8,2874.9,-1.79,18.75,21.46,18.75,20.56,27066565123.62115,193015238197.20026,2019,10,2,2,False,9540993882.598463,2951.8499012054394,2981.325,2943.6839999999997,2955.5409999999997,18.56,2940.2,-1.1909944745250978,-13.471242662909312
2019-10-03,2910.6,2885.4,2911.1,2855.9,0.8,20.11,21.44,19.03,19.12,24460075566.96112,192735402350.5551,2019,10,3,3,False,2879933283.7958636,2943.5999209643514,2976.4849999999997,2945.0840000000003,2955.4730000000004,20.56,2887.6,-0.14498121975179412,-9.629923652134686
2019-10-04,2952.0,2918.6,2953.7,2918.6,1.42,19.42,19.97,16.97,17.04,25401127976.6491,191179570119.65372,2019,10,4,4,False,2546216467.407658,2945.2799367714815,2973.7149999999997,2947.172,2955.855,19.12,2910.6,-0.8072373896683471,3.847299682749483
2019-10-05,2952.0,2918.6,2953.7,2918.6,1.42,19.42,19.97,16.97,17.04,23211027166.758972,190561274200.35547,2019,10,5,5,True,2538216000.866526,2946.6239494171855,2970.945,2948.438,2956.126,17.04,2952.0,-0.3234110835751314,-8.62206124036483
2019-10-06,2952.0,2918.6,2953.7,2918.6,1.42,19.42,19.97,16.97,17.04,23100876127.635975,188185620223.49716,2019,10,6,6,True,2419437543.025398,2947.6991595337486,2968.645,2949.704,2956.2280000000005,17.04,2952.0,-1.2466614671984955,-0.4745633975248964
2019-10-07,2938.8,2944.2,2959.8,2935.7,-0.45,18.27,18.52,16.44,17.86,29068513590.41426,190478094241.87903,2019,10,7,0,False,2415480494.8320484,2945.9193276269993,2965.3,2950.7059999999997,2956.198,17.04,2952.0,1.218198295735462,25.832948628468255
2019-10-08,2893.1,2920.4,2925.5,2892.7,-1.56,17.61,20.38,17.42,20.28,32443126970.06541,194738711741.03766,2019,10,8,1,False,2449469629.5172715,2935.3554621015996,2959.62,2950.0939999999996,2955.711,17.86,2938.8,2.236801830738755,11.609170758438703
2019-10-09,2919.4,2911.1,2929.3,2907.4,0.91,19.94,20.0,17.77,18.64,31018896750.321686,198121274642.23242,2019,10,9,2,False,3017200857.357824,2932.16436968128,2955.25,2950.4719999999998,2955.262,20.28,2893.1,1.7369750836663922,-4.389928939518784
2019-10-10,2938.1,2918.6,2948.5,2917.1,0.64,19.28,19.8,17.56,17.57,35548808153.497246,202307829934.85916,2019,10,10,3,False,4368632915.740466,2933.351495745024,2952.55,2950.7459999999996,2954.913,18.64,2919.4,2.1131275781396175,14.603715404960639
2019-10-11,2970.3,2963.1,2993.3,2963.1,1.1,17.35,17.44,15.11,15.58,33734169241.319458,198582775744.36896,2019,10,11,4,False,4677793955.3880005,2940.741196596019,2951.46,2951.6940000000004,2954.658,17.57,2938.1,-1.8412802864276823,-5.1046406516424
2019-10-12,2970.3,2963.1,2993.3,2963.1,1.1,17.35,17.44,15.11,15.58,29222254248.879562,197227805733.0342,2019,10,12,5,True,4753184634.1526985,2946.6529572768154,2950.37,2954.158,2954.4030000000002,15.58,2970.3,-0.6823200079945302,-13.374910643755989
2019-10-13,2970.3,2963.1,2993.3,2963.1,1.1,17.35,17.44,15.11,15.58,24315138625.90689,197896073796.35718,2019,10,13,6,True,4676001675.003132,2951.3823658214524,2949.295,2956.6219999999994,2954.202,15.58,2970.3,0.3388305522333601,-16.7923924731468
2019-10-14,2966.2,2965.8,2972.8,2962.9,-0.14,15.66,16.5,14.51,14.57,26565193470.75099,197966542721.82895,2019,10,14,0,False,4370703490.260393,2954.345892657162,2949.275,2959.0040000000004,2953.96,15.58,2970.3,0.03560905687511884,9.253719995027087
2019-10-15,2995.7,2973.6,3003.3,2973.6,0.99,13.94,14.43,13.39,13.54,27370778640.714687,197252101237.1533,2019,10,15,1,False,3185170273.1172004,2962.6167141257297,2949.815,2961.35,2954.013,14.57,2966.2,-0.3608900144705496,3.0324837304522845
2019-10-16,2989.7,2989.7,2997.5,2985.2,-0.2,13.94,14.26,13.6,13.68,28879964039.953735,192288725707.7219,2019,10,16,2,False,2734658730.2772775,2968.033371300584,2950.42,2963.76,2954.151,13.54,2995.7,-2.5162599020752685,5.5138562883048525
2019-10-17,2997.9,3000.8,3008.3,2991.8,0.27,13.79,14.18,13.31,13.79,28957457280.645256,191925695650.40326,2019,10,17,3,False,3195637980.39275,2974.0066970404673,2952.225,2965.96,2954.3340000000003,13.68,2989.7,-0.18879424988776927,0.2683287298568482
2019-10-18,2986.2,2996.8,3000.0,2976.3,-0.39,14.2,15.16,13.78,14.25,28542078974.18984,190429540986.08087,2019,10,18,4,False,3840721433.8540564,2976.445357632374,2953.445,2967.192,2954.265,13.79,2997.9,-0.7795489078479934,-1.4344433022199454
2019-10-19,2986.2,2996.8,3000.0,2976.3,-0.39,14.2,15.16,13.78,14.25,25996243147.218494,190150792141.7992,2019,10,19,5,True,3554631105.387343,2978.396286105899,2954.665,2968.3860000000004,2954.1279999999997,14.25,2986.2,-0.14637899290113054,-8.919587915349492
2019-10-20,2986.2,2996.8,3000.0,2976.3,-0.39,14.2,15.16,13.78,14.25,25800583042.182777,190987756302.99387,2019,10,20,6,True,3460046901.2166176,2979.957028884719,2955.1400000000003,2969.58,2953.8520000000003,14.25,2986.2,0.44015812491096096,-0.752647618841229
2019-10-21,3006.7,2996.5,3007.3,2995.3,0.69,14.24,14.63,14.0,14.0,27330374171.720253,195179508770.0016,2019,10,21,0,False,3285168400.5283194,2985.3056231077753,2958.4649999999997,2971.184,2953.781,14.25,2986.2,2.194775491449663,5.929288989463277
2019-10-22,2996.0,3010.7,3014.6,2995.0,-0.36,13.99,14.61,13.7,14.46,27264346005.65608,195029135872.6363,2019,10,22,1,False,2959725837.216067,2987.4444984862203,2963.8849999999998,2972.574,2953.603,14.0,3006.7,-0.07704338345398964,-0.24159261651272024
2019-10-23,3004.5,2994.0,3004.8,2991.2,0.28,14.83,15.12,14.01,14.01,32046253956.00038,184658415146.2612,2019,10,23,2,False,3670264527.9978714,2990.8555987889763,2968.58,2974.538,2953.505,14.46,2996.0,-5.317523804826618,17.539052465635073
2019-10-24,3010.3,3014.8,3016.1,3000.4,0.19,13.98,14.34,13.4,13.71,34873464602.236305,178226196788.561,2019,10,24,3,False,5353311261.012043,2994.744479031181,2971.495,2975.988,2953.5679999999998,14.01,3004.5,-3.4833063809225684,8.822281225498907
2019-10-25,3022.6,3003.3,3027.4,3001.9,0.41,13.53,13.79,12.62,12.65,33457762853.184895,187840115723.0723,2019,10,25,4,False,5307778125.873457,3000.315583224945,2975.025,2976.92,2953.95,13.71,3010.3,5.394223244249985,-4.059538578110267
2019-10-26,3022.6,3003.3,3027.4,3001.9,0.41,13.53,13.79,12.62,12.65,74624379892.64677,216489977859.65482,2019,10,26,5,True,10528333483.801193,3004.772466579956,2978.555,2977.798,2954.225,12.65,3022.6,15.252259628513132,123.04055480369085
2019-10-27,3022.6,3003.3,3027.4,3001.9,0.41,13.53,13.79,12.62,12.65,55889734593.0089,218216181582.32544,2019,10,27,6,True,13599989582.56568,3008.337973263965,2982.745,2978.6760000000004,2954.685,12.65,3022.6,0.7973596467313993,-25.105260943661012
2019-10-28,3039.4,3032.1,3044.1,3032.1,0.56,13.01,13.14,12.66,13.11,58925462684.71681,220718799273.09537,2019,10,28,0,False,15818180545.57519,3014.550378611172,2990.06,2979.89,2955.313,12.65,3022.6,1.1468524802436653,5.431638052701793
2019-10-29,3036.9,3035.4,3047.9,3034.8,-0.08,13.16,13.52,13.07,13.2,49003437224.18146,219680856153.26782,2019,10,29,1,False,16944916567.680233,3019.0203028889377,2995.935,2981.06,2955.916,13.11,3039.4,-0.47025587455434836,-16.838264832341785
2019-10-30,3046.8,3039.7,3050.1,3026.0,0.33,13.23,13.77,12.27,12.33,48123540618.90941,215773680729.07797,2019,10,30,2,False,17328033466.758152,3024.5762423111505,3001.37,2982.408,2956.534,13.2,3036.9,-1.7785689170220054,-1.7955814022732497
2019-10-31,3037.6,3046.9,3046.9,3023.2,-0.3,12.21,13.95,12.19,13.22,41846214028.09256,214682836775.87448,2019,10,31,3,False,17284558490.800655,3027.1809938489205,3004.7349999999997,2983.1420000000003,2956.855,12.33,3046.8,-0.5055500511080169,-13.04419107589575
2019-11-01,3066.9,3050.7,3066.9,3050.7,0.96,12.99,13.12,12.25,12.3,40574960804.66922,214350924730.81058,2019,11,1,4,False,15375593642.048328,3035.1247950791367,3009.565,2984.288,2957.328,13.22,3037.6,-0.1546057663707967,-3.037916936929852
2019-11-02,3066.9,3050.7,3066.9,3050.7,0.96,12.99,13.12,12.25,12.3,38032726327.729294,216993194816.67776,2019,11,2,5,True,9989057259.583267,3041.4798360633094,3014.3949999999995,2985.4780000000005,2957.96,12.3,3066.9,1.23268424859162,-6.265525404148697
2019-11-03,3066.9,3050.7,3066.9,3050.7,0.96,12.99,13.12,12.25,12.3,34805778199.721924,215819970392.3018,2019,11,3,6,True,2180326300.662923,3046.563868850648,3019.43,2986.6679999999997,2958.37,12.3,3066.9,-0.5406733724378499,-8.484661604852217
2019-11-04,3078.3,3079.0,3085.2,3074.9,0.37,12.68,13.13,12.44,12.83,36418137177.106285,216880627828.18497,2019,11,4,0,False,2173462173.416477,3052.911095080519,3023.56,2988.086,2958.894,12.3,3066.9,0.49145472217200226,4.632446279845692
2019-11-05,3074.6,3080.8,3083.9,3072.2,-0.12,12.85,13.28,12.25,13.1,46176860032.14868,219712919298.2124,2019,11,5,1,False,2328746525.89801,3057.248876064415,3027.805,2989.618,2959.3810000000003,12.83,3078.3,1.3059218328486333,26.796326257942347
2019-11-06,3076.8,3075.1,3078.3,3065.9,0.07,13.18,13.39,12.6,12.62,42202609241.64126,220148753042.65945,2019,11,6,2,False,2225926419.5337877,3061.1591008515325,3031.75,2991.04,2959.9390000000003,13.1,3074.6,0.19836509652648715,-8.606585176515946
2019-11-07,3085.2,3087.0,3097.8,3080.2,0.27,12.59,12.89,12.26,12.73,39276952400.789406,217939043078.33344,2019,11,7,3,False,2043272722.9800823,3065.967280681226,3036.7,2992.61,2960.659,12.62,3076.8,-1.0037349445707888,-6.932407482438574
2019-11-08,3093.1,3081.2,3093.1,3073.6,0.26,12.98,13.05,12.0,12.07,39435322310.80718,212454755300.06757,2019,11,8,4,False,2520325890.8707924,3071.393824544981,3042.045,2994.3360000000002,2961.7859999999996,12.73,3085.2,-2.516431980613343,0.40321333590687125
2019-11-09,3093.1,3081.2,3093.1,3073.6,0.26,12.98,13.05,12.0,12.07,36601467822.73997,209062554243.39285,2019,11,9,5,True,3534179581.980334,3075.7350596359847,3047.3900000000003,2996.356,2963.1809999999996,12.07,3093.1,-1.5966698659597545,-7.186081720677617
2019-11-10,3093.1,3081.2,3093.1,3073.6,0.26,12.98,13.05,12.0,12.07,34195179204.99132,211074658313.7348,2019,11,10,6,True,3869856667.9666166,3079.208047708788,3051.71,2998.3759999999997,2964.791,12.07,3093.1,0.962441159118077,-6.574295406408959
2019-11-11,3087.0,3080.3,3088.3,3075.8,-0.2,13.15,13.49,12.66,12.69,37469003592.20903,209368310110.83386,2019,11,11,0,False,4325912874.759411,3080.7664381670306,3056.26,3000.2739999999994,2966.34,12.07,3093.1,-0.8084097904186516,9.57393545912415
2019-11-12,3091.8,3089.3,3102.6,3084.7,0.16,12.64,13.1,12.36,12.68,32893341576.857704,207919097715.1264,2019,11,12,1,False,4844871225.545748,3082.973150533625,3060.625,3002.2740000000003,2967.937,12.69,3087.0,-0.69218326065692,-12.21185934152449
2019-11-13,3094.0,3084.2,3098.1,3078.8,0.07,12.91,13.9,12.88,13.0,32611653651.91886,208423890132.6984,2019,11,13,2,False,4999076527.974026,3085.1785204269004,3064.81,3004.822,2970.43,12.68,3091.8,0.24278309357788075,-0.856367615557263
2019-11-14,3096.6,3090.8,3098.2,3083.3,0.08,13.16,13.81,12.93,13.05,32252115575.08146,206632355402.7989,2019,11,14,3,False,4660927509.949051,3087.4628163415205,3068.5099999999998,3007.0560000000005,2972.578,13.0,3094.0,-0.8595630418177458,-1.1024834271666784
2019-11-15,3120.5,3107.9,3120.5,3104.6,0.77,12.95,12.97,11.92,12.05,34409592313.993065,203491090227.46826,2019,11,15,4,False,4039502479.329689,3094.0702530732165,3073.405,3009.914,2974.9429999999998,13.05,3096.6,-1.5202194105599753,6.689411532986411
2019-11-16,3120.5,3107.9,3120.5,3104.6,0.77,12.95,12.97,11.92,12.05,31979078626.34407,201788384957.02167,2019,11,16,5,True,3408019666.8347955,3099.356202458573,3078.3,3013.0880000000006,2976.7669999999994,12.05,3120.5,-0.8367468416151547,-7.063477141693997
2019-11-17,3120.5,3107.9,3120.5,3104.6,0.77,12.95,12.97,11.92,12.05,28561658496.44376,202876139989.76288,2019,11,17,6,True,3265963461.837837,3103.5849619668584,3082.3550000000005,3016.262,2978.785,12.05,3120.5,0.5390573064811832,-10.686424614763823
2019-11-18,3122.0,3117.9,3124.2,3112.1,0.05,12.39,13.1,12.32,12.46,30987686634.661522,200024962304.8166,2019,11,18,0,False,3806360409.3468175,3107.267969573487,3086.6099999999997,3019.4660000000003,2980.8179999999998,12.05,3120.5,-1.4053785157240095,8.494003030390651
2019-11-19,3120.2,3127.4,3127.6,3113.5,-0.06,12.33,13.01,12.16,12.86,36028907922.58957,193390688982.21133,2019,11,19,1,False,5061704426.358454,3109.8543756587896,3090.2799999999997,3022.336,2982.833,12.46,3122.0,-3.3167226960879703,16.268466076099884
2019-11-20,3108.5,3114.7,3119.0,3091.4,-0.37,13.42,14.17,12.61,12.78,31957084229.74737,192888121332.12152,2019,11,20,2,False,5720668566.548134,3109.583500527032,3093.825,3025.702,2985.08,12.86,3120.2,-0.2598716891359931,-11.301546251667617
2019-11-21,3103.5,3108.5,3110.1,3094.6,-0.16,13.35,13.86,12.49,13.13,32879383425.67306,186690949640.14963,2019,11,21,3,False,7144951370.857165,3108.366800421626,3095.6549999999997,3030.02,2986.8520000000003,12.78,3108.5,-3.2128322102849327,2.8860555277667066
2019-11-22,3110.3,3111.4,3112.9,3099.3,0.22,12.82,13.25,12.33,12.34,46544211600.51322,174037032933.9281,2019,11,22,4,False,10314703666.427582,3108.753440337301,3097.825,3034.014,2989.5489999999995,13.13,3103.5,-6.7780022173609344,41.560475748369164
2019-11-23,3110.3,3111.4,3112.9,3099.3,0.22,12.82,13.25,12.33,12.34,45514447697.205315,171229070429.9567,2019,11,23,5,True,12223327794.543247,3109.062752269841,3099.995,3037.18,2992.1760000000004,12.34,3110.3,-1.6134281633251146,-2.2124424668448994
2019-11-24,3110.3,3111.4,3112.9,3099.3,0.22,12.82,13.25,12.33,12.34,32563528992.633553,169250027104.13318,2019,11,24,6,True,13409289149.23561,3109.310201815873,3101.5950000000003,3040.3459999999995,2994.3920000000003,12.34,3110.3,-1.1557869939106347,-28.454522376566104
2019-11-25,3133.6,3117.4,3133.8,3117.4,0.75,12.51,12.59,11.73,11.87,45208696044.63618,164230319754.4682,2019,11,25,0,False,14396526991.907219,3114.1681614526988,3104.545,3043.978,2996.841,12.34,3110.3,-2.965853202833779,38.8322993335986
2019-11-26,3140.5,3134.8,3142.7,3131.0,0.22,11.88,12.04,11.42,11.54,39826416119.33822,168397746318.0371,2019,11,26,1,False,13240672214.709812,3119.434529162159,3107.73,3048.012,2999.3589999999995,11.87,3133.6,2.5375500515370186,-11.905408463858013
2019-11-27,3153.6,3145.5,3154.3,3143.4,0.42,11.55,11.79,11.44,11.75,34457811677.13999,170838240092.65094,2019,11,27,2,False,11133908311.7359,3126.267623329727,3111.15,3053.222,3001.6580000000004,11.54,3140.5,1.4492437268160963,-13.480008911952869
2019-11-28,3153.6,3145.5,3154.3,3143.4,0.42,11.55,11.79,11.44,11.75,36376318777.13185,176547507693.29236,2019,11,28,3,False,9247129134.670065,3131.734098663782,3114.175,3057.9060000000004,3004.1890000000003,11.75,3153.6,3.341914314702077,5.567698604797466
2019-11-29,3141.0,3147.2,3150.3,3139.3,-0.4,12.5,12.83,12.12,12.62,30945334501.101307,178681684389.41043,2019,11,29,4,False,6637088081.580961,3133.587278931026,3116.5699999999997,3061.9640000000004,3006.355,11.75,3153.6,1.2088398890488294,-14.92999967727564
