Date,Crypto_Volume,Crypto_Market_Cap
2018-04-25,18608867065.055843,305569547097.1512
2018-04-26,14873115206.235744,298081058410.1391
2018-04-27,11898251564.843256,310952980359.71814
2018-04-28,12380309253.57887,315286858619.95123
2018-04-29,14145761501.745098,324406387350.60455
2018-04-30,13290257536.266802,318591785844.8346
2018-05-01,13097635023.355335,309441403723.2937
2018-05-02,10388821058.330486,351714132162.07416
2018-05-03,11901547676.078152,327719528576.9875
2018-05-04,13631613612.381454,336182147743.98694
2018-05-05,11750971886.331676,345261561195.00397
2018-05-06,10936370304.16672,337430547990.4575
2018-05-07,10967386329.375515,323878031214.01764
2018-05-08,11151787027.619692,324241026301.2323
2018-05-09,9993168157.334404,319627064651.921
2018-05-10,9374897508.572777,321684430149.5821
2018-05-11,11703660216.741575,295599334809.57
2018-05-12,11714297765.970606,286199552050.8918
2018-05-13,9058519730.182905,296047245153.14233
2018-05-14,10171235668.224722,298193235197.9507
2018-05-15,10290443541.73818,297731728318.5896
2018-05-16,9944623690.89968,284179838809.68646
2018-05-17,8883076625.694443,285842031849.26807
2018-05-18,8893034068.761332,278210774906.1241
2018-05-19,7718183469.905973,283587782175.2272
2018-05-20,7226489722.787774,288965139073.0628
2018-05-21,7809124395.881796,290624437922.2121
2018-05-22,7440303557.465512,281395104909.22064
2018-05-23,9062760807.126429,261631125958.3307
2018-05-24,10744635968.783087,254919736056.21686
2018-05-25,9316843223.7712,254001191189.95328
2018-05-26,6635538308.761363,253454878962.47745
2018-05-27,6175156789.91085,248069132769.5609
2018-05-28,6869950678.130114,240697443496.9237
2018-05-29,7996657843.459035,242389253963.16962
2018-05-30,7947968758.078218,249153533023.73608
2018-05-31,6962708376.919725,251685404404.9388
2018-06-01,6634887951.583306,252419768937.54736
2018-06-02,7179149300.62811,259132342354.94516
2018-06-03,9378123959.357178,265020389611.23123
2018-06-04,8615222789.314127,250983028061.09354
2018-06-05,7292332418.011994,257299208752.62778
2018-06-06,6121690548.881423,261649490168.52316
2018-06-07,6071104984.684312,264122004137.6612
2018-06-08,5539476184.07518,261021336267.98706
2018-06-09,5079198018.307709,261242158887.5402
2018-06-10,6621595050.668534,243164689324.507
2018-06-11,8858838559.517351,227755569306.75983
2018-06-12,6359414807.55397,227414246374.07135
2018-06-13,6841553082.138404,213420109161.6244
2018-06-14,7773290037.262552,215880072266.60687
2018-06-15,6934908602.202452,219044178515.94867
2018-06-16,4824845725.121101,214873553346.84467
2018-06-17,3987242666.825882,216430214695.00027
2018-06-18,4288258627.1933255,215750455485.1907
2018-06-19,5762418903.383962,223384705563.37885
2018-06-20,6517250909.097105,222104972035.0426
2018-06-21,5731441338.408194,224005490436.07178
2018-06-22,6749910489.827682,210491500855.09427
2018-06-23,8032353038.581946,200918291075.66757
2018-06-24,7745898427.914899,194779661259.6507
2018-06-25,9306944124.97974,199185085986.40927
2018-06-26,7740511275.095306,198519309591.5908
2018-06-27,7507669264.226274,193543058000.0193
2018-06-28,5803362924.104777,193842778390.263
2018-06-29,5674877120.731718,186611322287.99536
2018-06-30,7481088038.250896,200841910929.45084
2018-07-01,6758456648.27576,201343831295.92487
2018-07-02,7416450240.462281,204824846687.3642
2018-07-03,9555467093.08471,211130037294.4948
2018-07-04,8861316837.12765,209478167255.58344
2018-07-05,8723761949.129715,209844203439.28314
2018-07-06,8676902277.208288,207233197144.35587
2018-07-07,8369901043.137306,207751914324.14572
2018-07-08,8446586358.718564,213642550064.44965
2018-07-09,8289936221.387735,211863660592.94852
2018-07-10,8073930509.823052,202012486761.46564
2018-07-11,7353896795.5859995,197378059971.53812
2018-07-12,6280777013.353497,193758521624.55872
2018-07-13,6975470092.748749,194843248454.0273
2018-07-14,6604952684.48645,194543006188.3053
2018-07-15,6078399332.874738,197833805724.68762
2018-07-16,8429854077.707029,205070147520.92172
2018-07-17,9668509969.793673,215142960854.9383
2018-07-18,11495628904.615534,229721134106.12158
2018-07-19,10717126224.40601,225827218291.159
2018-07-20,9163547205.407711,223017215425.121
2018-07-21,8285613861.374304,220632828923.89053
2018-07-22,6413368536.669146,223569544914.71405
2018-07-23,8079470434.2302,226578536011.0453
2018-07-24,9875063836.682238,234477224769.03894
2018-07-25,10666962480.154322,240031379287.11337
2018-07-26,8470669813.780225,239723861345.22623
2018-07-27,8498603397.379234,234329077170.2252
2018-07-28,7354711468.217668,237739823281.2843
2018-07-29,6510414074.244642,237937750715.74973
2018-07-30,7956856272.483946,235104964954.55823
2018-07-31,9101780693.465055,227414432881.69232
