Start,End,Open,High,Low,Close,Volume,Market Cap
2018-01-18,2018-01-19,0.47952634,0.562251908,0.449349916,0.499787343,241969864.2765332,9129296794.09742
2018-01-19,2018-01-20,0.496484044,0.538206051,0.472302861,0.501883627,131125896.19765846,9161469415.581553
2018-01-20,2018-01-21,0.504299619,0.553014363,0.499778264,0.537011036,84502938.93425101,9489055072.050625
2018-01-21,2018-01-22,0.537911413,0.537911413,0.440749732,0.459447764,66214725.64583639,8547022228.63848
2018-01-22,2018-01-23,0.463809664,0.528102963,0.430331382,0.48608692,88536583.81314735,8524996202.423672
2018-01-23,2018-01-24,0.484785149,0.513404026,0.437613866,0.483627159,115883032.2843911,8310360554.746089
2018-01-24,2018-01-25,0.485128966,0.485128966,0.485128966,0.485128966,89185708.2398009,8493859705.2061
2018-01-25,2018-01-26,0.573564101,0.653491573,0.557532946,0.610892118,288736496.8777994,10710173112.031645
2018-01-26,2018-01-27,0.608627693,0.649336947,0.550675518,0.6340598,251193922.6566324,10770612452.723885
2018-01-27,2018-01-28,0.632396792,0.637914264,0.612209447,0.616197112,152623588.04548198,11165488286.979404
2018-01-28,2018-01-29,0.618776864,0.630791271,0.609303393,0.626637989,90156991.3268856,11027244910.770828
2018-01-29,2018-01-30,0.626158042,0.626158042,0.574881209,0.583509965,77973804.35312393,10690655290.138302
2018-01-30,2018-01-31,0.58313667,0.583341786,0.469036143,0.481242499,78092559.68891507,9615571585.697432
2018-01-31,2018-02-01,0.485613025,0.549980599,0.445574175,0.53314969,134089904.5593326,9217726833.748634
2018-02-01,2018-02-02,0.533525366,0.538035611,0.418198309,0.454199921,86545743.86313613,9036790161.061865
2018-02-02,2018-02-03,0.451338506,0.451338506,0.283172536,0.405137583,133822501.22341402,7158496673.78818
2018-02-03,2018-02-04,0.407667726,0.4818,0.349164397,0.442271789,131453956.51958887,7625485937.04117
2018-02-04,2018-02-05,0.44309886,0.471251377,0.359560489,0.382743763,87005562.64305247,7419492550.1902
2018-02-05,2018-02-06,0.379978744,0.415723686,0.292560156,0.32094519,79016616.68352059,6629218985.321171
2018-02-06,2018-02-07,0.322209585,0.367754327,0.259812478,0.365926665,112019954.5474854,6021198210.11553
2018-02-07,2018-02-08,0.363112404,0.385293504,0.332207291,0.337603554,91163562.63420628,6729338493.720936
2018-02-08,2018-02-09,0.334151919,0.372823285,0.334151919,0.35964458,53930771.23884711,6834405746.31318
2018-02-09,2018-02-10,0.360044842,0.396152971,0.338756739,0.390356546,39774587.37168604,6768911709.585658
2018-02-10,2018-02-11,0.390743984,0.437241045,0.371848506,0.393873812,65095557.07344701,7547994517.168149
2018-02-11,2018-02-12,0.39272691,0.39272691,0.346017847,0.362265132,46110114.46425232,6999490436.089903
2018-02-12,2018-02-13,0.361603212,0.392596007,0.361603212,0.384610859,27973313.14158469,7304755530.958616
2018-02-13,2018-02-14,0.384631512,0.428912774,0.365030397,0.401202534,48164163.383539535,7387138502.833762
2018-02-14,2018-02-15,0.401766694,0.451959873,0.395173288,0.45037378,119468414.00394297,7990512291.366252
2018-02-15,2018-02-16,0.449388125,0.45847194,0.435856318,0.446573493,71514350.4705837,8270527021.958003
2018-02-16,2018-02-17,0.443026716,0.455054287,0.435989477,0.452106164,44350732.31148782,8351170992.950321
2018-02-17,2018-02-18,0.451578847,0.484386023,0.447310126,0.473689334,47080890.69966841,8689063981.504625
2018-02-18,2018-02-19,0.47775001,0.479160551,0.4350295,0.441186786,45487134.72384937,8468268727.953546
2018-02-19,2018-02-20,0.441013345,0.455060893,0.440551712,0.445319335,33855084.39405128,8458698340.60563
2018-02-20,2018-02-21,0.446478345,0.448437179,0.396638687,0.397565833,51967373.24104672,8041361252.208675
2018-02-21,2018-02-22,0.397528022,0.426169462,0.371284374,0.38344842,74228614.97520073,7281325604.008532
2018-02-22,2018-02-23,0.382630133,0.398609598,0.346769872,0.352957363,53555921.5292473,7059772757.092473
2018-02-23,2018-02-24,0.353438641,0.382630315,0.342745081,0.372771602,34008903.68448094,6913254916.106301
2018-02-24,2018-02-25,0.372221505,0.377637776,0.336687925,0.348606198,23313390.219926003,6777917071.043532
2018-02-25,2018-02-26,0.346979217,0.359675857,0.332415538,0.352984482,21473032.05655173,6491259389.30162
2018-02-26,2018-02-27,0.352608313,0.366021121,0.340690554,0.358187408,26698898.44723876,6648293556.139734
2018-02-27,2018-02-28,0.359371657,0.369993064,0.350266203,0.360485824,24999814.406228542,6770481396.77809
2018-02-28,2018-03-01,0.360463412,0.36414845,0.333163558,0.333163558,27746050.16209951,6424947099.3057165
2018-03-01,2018-03-02,0.33270178,0.345660728,0.320147614,0.336827932,32391294.922789928,6219253448.88351
2018-03-02,2018-03-03,0.336366493,0.33859384,0.319162184,0.320266443,31424267.362479296,6040692879.292981
2018-03-03,2018-03-04,0.318632273,0.347949406,0.312226501,0.347471607,26828101.14812893,5934867243.225931
2018-03-04,2018-03-05,0.349119196,0.365031997,0.342025741,0.361618564,64981787.427465536,6635196949.096971
2018-03-05,2018-03-06,0.362741295,0.39932457,0.348925918,0.348925918,66146969.163005285,6997674083.351942
2018-03-06,2018-03-07,0.349646845,0.364927198,0.330309261,0.332011299,45824373.13056839,6470328392.05597
2018-03-07,2018-03-08,0.332622681,0.347230406,0.298192371,0.326146225,26974372.20809532,6141560124.474831
2018-03-08,2018-03-09,0.326471298,0.340170036,0.305085766,0.311313488,41054640.9893846,5954948809.0027485
2018-03-09,2018-03-10,0.309259162,0.313059553,0.264561774,0.308423642,33580261.93019869,5400692538.976992
2018-03-10,2018-03-11,0.309587828,0.318375533,0.286932324,0.291268674,20892637.34900939,5784568080.777342
2018-03-11,2018-03-12,0.290190722,0.304696064,0.277194598,0.303183948,13662006.4439841,5415437155.922793
2018-03-12,2018-03-13,0.302782955,0.309619304,0.278725233,0.289706837,14727406.933312245,5501363578.420177
2018-03-13,2018-03-14,0.289500392,0.296792385,0.280531012,0.286957768,14038973.418482346,5337756658.178023
2018-03-14,2018-03-15,0.289167768,0.29570286,0.236984149,0.24571606,24501153.44934842,5106107310.959896
2018-03-15,2018-03-16,0.24629258,0.247984095,0.215669496,0.240281532,38560893.59404178,4356988884.570073
2018-03-16,2018-03-17,0.240174524,0.241170778,0.227135685,0.229897401,24453016.28604967,4353212001.785548
2018-03-17,2018-03-18,0.228890334,0.234172114,0.199804675,0.206266113,20746862.835179165,4079714087.402974
2018-03-18,2018-03-19,0.206008267,0.223925979,0.158631172,0.217650123,41081092.06445038,3477363820.7167406
2018-03-19,2018-03-20,0.219764864,0.2477015,0.211547945,0.24643707,70229200.27788652,4274908355.407934
2018-03-20,2018-03-21,0.247251045,0.281108828,0.234190739,0.265020389,49221829.78414307,4691876781.392586
2018-03-21,2018-03-22,0.266979549,0.269771036,0.248226937,0.252680226,53371866.37646774,4940960132.07251
2018-03-22,2018-03-23,0.252333087,0.256821254,0.2272548,0.243174,38487096.97204421,4568694851.741051
