Start,End,Open,High,Low,Close,Volume,Market Cap
2018-08-09,2018-08-10,0.024448818,0.026534344,0.023832163,0.02594835,131165717.32873815,1658356915.265931
2018-08-10,2018-08-11,0.025717701,0.026143432,0.023435839,0.023791905,122723799.39534186,1640567617.019278
2018-08-11,2018-08-12,0.02374561,0.023832738,0.021971589,0.022531381,116311769.53671776,1515998368.3317192
2018-08-12,2018-08-13,0.022416236,0.023128914,0.022342715,0.022610342,101605478.83571544,1496735904.0706646
2018-08-13,2018-08-14,0.022621657,0.022865442,0.019106639,0.019158907,98164999.5914173,1430955705.2925522
2018-08-14,2018-08-15,0.019229802,0.019353155,0.016478852,0.018622785,109833427.53953724,1163170892.5872717
2018-08-15,2018-08-16,0.018737044,0.020674725,0.018737044,0.019349916,94990838.18080772,1303022573.527778
2018-08-16,2018-08-17,0.019328448,0.020047867,0.019095791,0.019451136,102428002.48265994,1281039224.5275853
2018-08-17,2018-08-18,0.019474697,0.023393306,0.019398496,0.0232606,102968544.4197652,1395360065.9003491
2018-08-18,2018-08-19,0.023376549,0.02457954,0.020371814,0.021586582,149400107.26238617,1460338324.863737
2018-08-19,2018-08-20,0.021621242,0.022822778,0.020931516,0.02226794,97054020.5579917,1434990812.3262453
2018-08-20,2018-08-21,0.022236959,0.022709436,0.020404052,0.020548785,89598364.92492642,1438908718.0028296
2018-08-21,2018-08-22,0.020563309,0.021301665,0.020098182,0.020998012,91803686.42510109,1368331873.0817208
2018-08-22,2018-08-23,0.02099204,0.022167487,0.019281852,0.019659362,91049246.70264672,1369941642.546876
2018-08-23,2018-08-24,0.019654107,0.020803223,0.019621171,0.020774664,75274855.85462244,1323044690.4166198
2018-08-24,2018-08-25,0.020793568,0.021727171,0.020503072,0.021656153,79015572.31912978,1384181756.714316
2018-08-25,2018-08-26,0.021621369,0.02264673,0.021205923,0.022474034,72130670.39186236,1428292844.9045794
2018-08-26,2018-08-27,0.022448961,0.023106195,0.021319364,0.022787722,80737093.70915164,1463448052.280371
2018-08-27,2018-08-28,0.022802447,0.024611056,0.022484879,0.024537167,88960495.83817886,1539398031.2616343
2018-08-28,2018-08-29,0.024566348,0.027537619,0.02423433,0.026804139,131605292.31981258,1707059799.0594542
2018-08-29,2018-08-30,0.026753044,0.027173531,0.024770081,0.025423642,135734863.50701967,1718898186.9013655
2018-08-30,2018-08-31,0.025424629,0.025901978,0.023455281,0.024853554,105372381.60779604,1608569832.028482
2018-08-31,2018-09-01,0.024936078,0.025489326,0.024218172,0.025255096,89267734.11812128,1639199614.497339
2018-09-01,2018-09-02,0.025276617,0.027093648,0.025276617,0.026622421,82663447.10384232,1715318244.3435595
2018-09-02,2018-09-03,0.026595218,0.026632761,0.024831079,0.025625478,86287960.9118155,1694370678.3564749
2018-09-03,2018-09-04,0.025634619,0.025765731,0.024532839,0.025031855,71924233.2993073,1652670644.3551395
2018-09-04,2018-09-05,0.02503362,0.025772194,0.025024983,0.025243219,67027400.15200121,1673331572.1875827
2018-09-05,2018-09-06,0.025225782,0.025422205,0.021646881,0.021652127,83547144.52353771,1550895394.9856515
2018-09-06,2018-09-07,0.0216142,0.021686638,0.020295669,0.021552093,118048105.0733311,1370077088.5066783
2018-09-07,2018-09-08,0.021585616,0.02195259,0.020362503,0.02049376,94825155.9995799,1381580017.8065789
2018-09-08,2018-09-09,0.020458305,0.020848576,0.018937224,0.019271522,71682992.39904396,1331375319.8413868
2018-09-09,2018-09-10,0.01924867,0.020238335,0.018910489,0.019389253,74386001.76455587,1284410232.5621943
2018-09-10,2018-09-11,0.019398459,0.020185365,0.019023697,0.01933819,71453723.21637498,1287317250.568179
2018-09-11,2018-09-12,0.019320807,0.01957595,0.017986144,0.018503991,65939851.07020579,1242561240.6448
2018-09-12,2018-09-13,0.018517012,0.018684385,0.017143006,0.018263459,65178628.25836066,1167497105.275526
2018-09-13,2018-09-14,0.018274594,0.020474684,0.018274594,0.020007259,80619833.11153738,1277503844.705018
2018-09-14,2018-09-15,0.01984068,0.020670353,0.01917327,0.019787156,87557619.56262782,1309646403.1295495
2018-09-15,2018-09-16,0.01976081,0.020432964,0.019759543,0.01994854,73270955.86692087,1317899213.825083
2018-09-16,2018-09-17,0.01993642,0.020123773,0.019306153,0.019958927,65968050.30741645,1299305770.042811
2018-09-17,2018-09-18,0.019967175,0.02028569,0.018274188,0.018471349,70586188.32220219,1278686661.6384585
2018-09-18,2018-09-19,0.018466581,0.019598952,0.018334384,0.019384566,78705539.9948414,1243719206.6756094
2018-09-19,2018-09-20,0.019351889,0.020139801,0.01890454,0.019727477,89503468.74811131,1289912598.2216787
2018-09-20,2018-09-21,0.019741473,0.02173388,0.019701589,0.021360494,94130512.3759813,1333520982.3440216
2018-09-21,2018-09-22,0.021361314,0.025930215,0.021297653,0.025009485,180029287.279996,1498389556.4249904
2018-09-22,2018-09-23,0.024912502,0.025347363,0.022377132,0.023146298,223008261.65402052,1519485726.565351
2018-09-23,2018-09-24,0.023164061,0.024678168,0.023066749,0.023823089,130351589.37842546,1561015715.1355898
2018-09-24,2018-09-25,0.023800506,0.02416341,0.021929519,0.022070623,108971883.70265973,1502772366.7292175
2018-09-25,2018-09-26,0.022058324,0.022058324,0.0202602,0.021314726,105253587.31808192,1370126148.247292
2018-09-26,2018-09-27,0.021302443,0.021942343,0.020368271,0.021031098,96572229.26080146,1388436956.3636086
2018-09-27,2018-09-28,0.020973003,0.022843154,0.0206984,0.022492154,101936397.89328586,1421187890.0497682
2018-09-28,2018-09-29,0.022474642,0.022964737,0.021381908,0.021971286,110867019.1172944,1458103262.730999
2018-09-29,2018-09-30,0.021924434,0.022196998,0.021283718,0.022018738,92804105.49512777,1434219853.3548913
