Date,Open,High,Low,Close
2020-10-05,29.520000457763672,29.690000534057617,27.270000457763672,27.959999084472656
2020-10-06,28.049999237060547,30.0,26.01000022888184,29.479999542236328
2020-10-07,29.26000022888184,29.76000022888184,27.940000534057617,28.059999465942383
2020-10-08,27.649999618530277,27.989999771118164,24.8799991607666,26.36000061035156
2020-10-09,26.200000762939453,26.21999931335449,24.030000686645508,25.0
2020-10-10,26.200000762939453,26.21999931335449,24.030000686645508,25.0
2020-10-11,26.200000762939453,26.21999931335449,24.030000686645508,25.0
2020-10-12,25.649999618530277,25.649999618530277,24.13999938964844,25.06999969482422
2020-10-13,25.670000076293945,26.93000030517578,25.15999984741211,26.06999969482422
2020-10-14,25.71999931335449,27.229999542236328,25.530000686645508,26.399999618530277
2020-10-15,27.100000381469727,29.059999465942383,26.81999969482422,26.96999931335449
2020-10-16,27.15999984741211,27.459999084472656,26.190000534057617,27.40999984741211
2020-10-17,27.15999984741211,27.459999084472656,26.190000534057617,27.40999984741211
2020-10-18,27.15999984741211,27.459999084472656,26.190000534057617,27.40999984741211
2020-10-19,27.36000061035156,29.690000534057617,27.040000915527344,29.18000030517578
2020-10-20,28.809999465942383,29.600000381469727,28.290000915527344,29.350000381469727
2020-10-21,29.1200008392334,30.549999237060547,28.3700008392334,28.649999618530277
2020-10-22,30.100000381469727,30.1200008392334,27.68000030517578,28.11000061035156
2020-10-23,28.46999931335449,28.670000076293945,27.26000022888184,27.549999237060547
2020-10-24,28.46999931335449,28.670000076293945,27.26000022888184,27.549999237060547
2020-10-25,28.46999931335449,28.670000076293945,27.26000022888184,27.549999237060547
2020-10-26,29.3799991607666,33.68000030517578,29.21999931335449,32.459999084472656
2020-10-27,32.040000915527344,33.77000045776367,31.850000381469727,33.349998474121094
2020-10-28,34.689998626708984,40.77000045776367,34.68000030517578,40.27999877929688
2020-10-29,38.79999923706055,41.15999984741211,35.630001068115234,37.59000015258789
2020-10-30,40.810001373291016,41.09000015258789,36.5,38.02000045776367
2020-10-31,40.810001373291016,41.09000015258789,36.5,38.02000045776367
2020-11-01,40.810001373291016,41.09000015258789,36.5,38.02000045776367
2020-11-02,38.56999969482422,38.77999877929688,36.130001068115234,37.130001068115234
2020-11-03,36.43999862670898,36.43999862670898,34.189998626708984,35.54999923706055
2020-11-04,36.790000915527344,36.84999847412109,28.030000686645508,29.56999969482422
2020-11-05,27.559999465942383,28.13999938964844,26.040000915527344,27.57999992370605
2020-11-06,27.8700008392334,29.440000534057617,24.559999465942383,24.86000061035156
2020-11-07,27.8700008392334,29.440000534057617,24.559999465942383,24.86000061035156
2020-11-08,27.8700008392334,29.440000534057617,24.559999465942383,24.86000061035156
2020-11-09,24.799999237060547,25.81999969482422,22.40999984741211,25.75
2020-11-10,25.36000061035156,26.770000457763672,24.350000381469727,24.799999237060547
2020-11-11,25.01000022888184,25.1200008392334,22.56999969482422,23.450000762939453
2020-11-12,24.38999938964844,27.270000457763672,23.530000686645508,25.350000381469727
2020-11-13,24.940000534057617,25.030000686645508,22.739999771118164,23.100000381469727
2020-11-14,24.940000534057617,25.030000686645508,22.739999771118164,23.100000381469727
2020-11-15,24.940000534057617,25.030000686645508,22.739999771118164,23.100000381469727
2020-11-16,23.65999984741211,24.07999992370605,22.43000030517578,22.450000762939453
2020-11-17,22.84000015258789,24.09000015258789,22.34000015258789,22.709999084472656
2020-11-18,22.86000061035156,23.920000076293945,21.65999984741211,23.84000015258789
2020-11-19,23.6200008392334,24.520000457763672,22.559999465942383,23.11000061035156
2020-11-20,23.43000030517578,23.729999542236328,22.1299991607666,23.700000762939453
2020-11-21,23.43000030517578,23.729999542236328,22.1299991607666,23.700000762939453
2020-11-22,23.43000030517578,23.729999542236328,22.1299991607666,23.700000762939453
2020-11-23,23.65999984741211,23.959999084472656,22.450000762939453,22.65999984741211
2020-11-24,22.040000915527344,22.479999542236328,20.799999237060547,21.63999938964844
2020-11-25,21.649999618530277,22.5,21.1299991607666,21.25
2020-11-26,21.649999618530277,22.5,21.1299991607666,21.25
2020-11-27,21.520000457763672,21.600000381469727,19.51000022888184,20.84000015258789
2020-11-28,21.520000457763672,21.600000381469727,19.51000022888184,20.84000015258789
2020-11-29,21.520000457763672,21.600000381469727,19.51000022888184,20.84000015258789
2020-11-30,22.63999938964844,22.88999938964844,20.479999542236328,20.56999969482422
2020-12-01,20.209999084472656,20.920000076293945,20.0,20.770000457763672
2020-12-02,21.0,21.25,20.040000915527344,21.170000076293945
2020-12-03,21.239999771118164,21.8799991607666,20.71999931335449,21.280000686645508
2020-12-04,21.049999237060547,21.149999618530277,19.96999931335449,20.790000915527344
2020-12-05,21.049999237060547,21.149999618530277,19.96999931335449,20.790000915527344
2020-12-06,21.049999237060547,21.149999618530277,19.96999931335449,20.790000915527344
2020-12-07,22.040000915527344,22.6200008392334,21.170000076293945,21.299999237060547
2020-12-08,21.649999618530277,22.25,20.520000457763672,20.68000030517578
2020-12-09,20.65999984741211,22.93000030517578,20.100000381469727,22.270000457763672
2020-12-10,22.1200008392334,23.459999084472656,21.530000686645508,22.520000457763672
2020-12-11,22.489999771118164,25.13999938964844,22.479999542236328,23.309999465942383
2020-12-12,22.489999771118164,25.13999938964844,22.479999542236328,23.309999465942383
2020-12-13,22.489999771118164,25.13999938964844,22.479999542236328,23.309999465942383
2020-12-14,22.670000076293945,24.81999969482422,21.950000762939453,24.71999931335449
2020-12-15,24.0,24.06999969482422,22.729999542236328,22.88999938964844
2020-12-16,22.51000022888184,23.670000076293945,22.290000915527344,22.5
2020-12-17,21.979999542236328,22.270000457763672,21.520000457763672,21.93000030517578
2020-12-18,22.149999618530277,23.770000457763672,21.56999969482422,21.56999969482422
2020-12-19,22.149999618530277,23.770000457763672,21.56999969482422,21.56999969482422
2020-12-20,22.149999618530277,23.770000457763672,21.56999969482422,21.56999969482422
2020-12-21,24.25,31.459999084472656,24.229999542236328,25.15999984741211
2020-12-22,25.239999771118164,25.559999465942383,23.530000686645508,24.229999542236328
2020-12-23,23.489999771118164,23.68000030517578,22.1299991607666,23.309999465942383
2020-12-24,22.46999931335449,22.82999992370605,21.38999938964844,21.530000686645508
2020-12-25,22.46999931335449,22.82999992370605,21.38999938964844,21.530000686645508
2020-12-26,22.46999931335449,22.82999992370605,21.38999938964844,21.530000686645508
2020-12-27,22.46999931335449,22.82999992370605,21.38999938964844,21.530000686645508
2020-12-28,22.11000061035156,22.1200008392334,21.149999618530277,21.700000762939453
2020-12-29,21.61000061035156,23.71999931335449,20.989999771118164,23.07999992370605
2020-12-30,22.57999992370605,23.149999618530277,22.40999984741211,22.770000457763672
2020-12-31,22.989999771118164,23.25,21.239999771118164,22.75
2021-01-01,22.989999771118164,23.25,21.239999771118164,22.75
2021-01-02,22.989999771118164,23.25,21.239999771118164,22.75
2021-01-03,22.989999771118164,23.25,21.239999771118164,22.75
2021-01-04,23.040000915527344,29.190000534057617,22.559999465942383,26.96999931335449
2021-01-05,26.940000534057617,28.600000381469727,24.799999237060547,25.34000015258789
2021-01-06,25.479999542236328,26.770000457763672,22.13999938964844,25.06999969482422
2021-01-07,23.670000076293945,23.90999984741211,22.25,22.3700008392334
2021-01-08,22.43000030517578,23.34000015258789,21.420000076293945,21.559999465942383
2021-01-09,22.43000030517578,23.34000015258789,21.420000076293945,21.559999465942383
2021-01-10,22.43000030517578,23.34000015258789,21.420000076293945,21.559999465942383
2021-01-11,23.309999465942383,24.809999465942383,23.229999542236328,24.07999992370605
2021-01-12,23.489999771118164,25.149999618530277,22.82999992370605,23.32999992370605
2021-01-13,23.06999969482422,24.18000030517578,21.920000076293945,22.209999084472656
2021-01-14,22.21999931335449,23.46999931335449,21.65999984741211,23.25
2021-01-15,23.520000457763672,25.799999237060547,23.07999992370605,24.34000015258789
2021-01-16,23.520000457763672,25.799999237060547,23.07999992370605,24.34000015258789
2021-01-17,23.520000457763672,25.799999237060547,23.07999992370605,24.34000015258789
2021-01-18,23.520000457763672,25.799999237060547,23.07999992370605,24.34000015258789
2021-01-19,23.030000686645508,23.559999465942383,22.530000686645508,23.239999771118164
2021-01-20,22.81999969482422,22.86000061035156,21.3700008392334,21.57999992370605
2021-01-21,21.34000015258789,22.21999931335449,21.09000015258789,21.31999969482422
2021-01-22,22.239999771118164,23.729999542236328,21.270000457763672,21.90999984741211
2021-01-23,22.239999771118164,23.729999542236328,21.270000457763672,21.90999984741211
2021-01-24,22.239999771118164,23.729999542236328,21.270000457763672,21.90999984741211
2021-01-25,22.309999465942383,26.6299991607666,22.200000762939453,23.190000534057617
2021-01-26,23.90999984741211,23.940000534057617,22.549999237060547,23.020000457763672
2021-01-27,23.81999969482422,37.209999084472656,23.709999084472656,37.209999084472656
2021-01-28,33.25,36.290000915527344,27.38999938964844,30.209999084472656
2021-01-29,35.15999984741211,37.5099983215332,29.239999771118164,33.09000015258789
2021-01-30,35.15999984741211,37.5099983215332,29.239999771118164,33.09000015258789
2021-01-31,35.15999984741211,37.5099983215332,29.239999771118164,33.09000015258789
2021-02-01,31.450000762939453,33.959999084472656,29.030000686645508,30.239999771118164
2021-02-02,28.01000022888184,28.07999992370605,25.309999465942383,25.559999465942383
